city_id;province_id;type;name;postal_code
125;23;Kabupaten;Flores Timur;86213
212;23;Kabupaten;Kupang;85362
213;23;Kota;Kupang;85119
234;23;Kabupaten;Lembata;86611
269;23;Kabupaten;Manggarai;86551
270;23;Kabupaten;Manggarai Barat;86711
271;23;Kabupaten;Manggarai Timur;86811
301;23;Kabupaten;Nagekeo;86911
304;23;Kabupaten;Ngada;86413
383;23;Kabupaten;Rote Ndao;85982
385;23;Kabupaten;Sabu Raijua;85391
412;23;Kabupaten;Sikka;86121
434;23;Kabupaten;Sumba Barat;87219
435;23;Kabupaten;Sumba Barat Daya;87453
436;23;Kabupaten;Sumba Tengah;87358
437;23;Kabupaten;Sumba Timur;87112
479;23;Kabupaten;Timor Tengah Selatan;85562
480;23;Kabupaten;Timor Tengah Utara;85612
16;24;Kabupaten;Asmat;99777
67;24;Kabupaten;Biak Numfor;98119
90;24;Kabupaten;Boven Digoel;99662
111;24;Kabupaten;Deiyai (Deliyai);98784
117;24;Kabupaten;Dogiyai;98866
150;24;Kabupaten;Intan Jaya;98771
157;24;Kabupaten;Jayapura;99352
158;24;Kota;Jayapura;99114
159;24;Kabupaten;Jayawijaya;99511
180;24;Kabupaten;Keerom;99461
193;24;Kabupaten;Kepulauan Yapen (Yapen Waropen);98211
231;24;Kabupaten;Lanny Jaya;99531
263;24;Kabupaten;Mamberamo Raya;99381
264;24;Kabupaten;Mamberamo Tengah;99553
274;24;Kabupaten;Mappi;99853
281;24;Kabupaten;Merauke;99613
284;24;Kabupaten;Mimika;99962
299;24;Kabupaten;Nabire;98816
303;24;Kabupaten;Nduga;99541
335;24;Kabupaten;Paniai;98765
347;24;Kabupaten;Pegunungan Bintang;99573
373;24;Kabupaten;Puncak;98981
374;24;Kabupaten;Puncak Jaya;98979
392;24;Kabupaten;Sarmi;99373
443;24;Kabupaten;Supiori;98164
484;24;Kabupaten;Tolikara;99411
495;24;Kabupaten;Waropen;98269
499;24;Kabupaten;Yahukimo;99041
500;24;Kabupaten;Yalimo;99481
124;25;Kabupaten;Fakfak;98651
165;25;Kabupaten;Kaimana;98671
272;25;Kabupaten;Manokwari;98311
273;25;Kabupaten;Manokwari Selatan;98355
277;25;Kabupaten;Maybrat;98051
346;25;Kabupaten;Pegunungan Arfak;98354
378;25;Kabupaten;Raja Ampat;98489
424;25;Kabupaten;Sorong;98431
425;25;Kota;Sorong;98411
426;25;Kabupaten;Sorong Selatan;98454
449;25;Kabupaten;Tambrauw;98475
474;25;Kabupaten;Teluk Bintuni;98551
475;25;Kabupaten;Teluk Wondama;98591
60;26;Kabupaten;Bengkalis;28719
120;26;Kota;Dumai;28811
147;26;Kabupaten;Indragiri Hilir;29212
148;26;Kabupaten;Indragiri Hulu;29319
166;26;Kabupaten;Kampar;28411
187;26;Kabupaten;Kepulauan Meranti;28791
207;26;Kabupaten;Kuantan Singingi;29519
350;26;Kota;Pekanbaru;28112
351;26;Kabupaten;Pelalawan;28311
381;26;Kabupaten;Rokan Hilir;28992
382;26;Kabupaten;Rokan Hulu;28511
406;26;Kabupaten;Siak;28623
253;27;Kabupaten;Majene;91411
262;27;Kabupaten;Mamasa;91362
265;27;Kabupaten;Mamuju;91519
266;27;Kabupaten;Mamuju Utara;91571
362;27;Kabupaten;Polewali Mandar;91311
38;28;Kabupaten;Bantaeng;92411
47;28;Kabupaten;Barru;90719
87;28;Kabupaten;Bone;92713
95;28;Kabupaten;Bulukumba;92511
123;28;Kabupaten;Enrekang;91719
132;28;Kabupaten;Gowa;92111
162;28;Kabupaten;Jeneponto;92319
244;28;Kabupaten;Luwu;91994
245;28;Kabupaten;Luwu Timur;92981
246;28;Kabupaten;Luwu Utara;92911
254;28;Kota;Makassar;90111
275;28;Kabupaten;Maros;90511
328;28;Kota;Palopo;91911
333;28;Kabupaten;Pangkajene Kepulauan;90611
336;28;Kota;Parepare;91123
360;28;Kabupaten;Pinrang;91251
396;28;Kabupaten;Selayar (Kepulauan Selayar);92812
408;28;Kabupaten;Sidenreng Rappang/Rapang;91613
416;28;Kabupaten;Sinjai;92615
423;28;Kabupaten;Soppeng;90812
448;28;Kabupaten;Takalar;92212
451;28;Kabupaten;Tana Toraja;91819
486;28;Kabupaten;Toraja Utara;91831
493;28;Kabupaten;Wajo;90911
25;29;Kabupaten;Banggai;94711
26;29;Kabupaten;Banggai Kepulauan;94881
98;29;Kabupaten;Buol;94564
119;29;Kabupaten;Donggala;94341
291;29;Kabupaten;Morowali;94911
329;29;Kota;Palu;94111
338;29;Kabupaten;Parigi Moutong;94411
366;29;Kabupaten;Poso;94615
410;29;Kabupaten;Sigi;94364
482;29;Kabupaten;Tojo Una-Una;94683
483;29;Kabupaten;Toli-Toli;94542
53;30;Kota;Bau-Bau;93719
85;30;Kabupaten;Bombana;93771
101;30;Kabupaten;Buton;93754
102;30;Kabupaten;Buton Utara;93745
182;30;Kota;Kendari;93126
198;30;Kabupaten;Kolaka;93511
199;30;Kabupaten;Kolaka Utara;93911
200;30;Kabupaten;Konawe;93411
201;30;Kabupaten;Konawe Selatan;93811
202;30;Kabupaten;Konawe Utara;93311
295;30;Kabupaten;Muna;93611
494;30;Kabupaten;Wakatobi;93791
73;31;Kota;Bitung;95512
81;31;Kabupaten;Bolaang Mongondow (Bolmong);95755
82;31;Kabupaten;Bolaang Mongondow Selatan;95774
83;31;Kabupaten;Bolaang Mongondow Timur;95783
84;31;Kabupaten;Bolaang Mongondow Utara;95765
188;31;Kabupaten;Kepulauan Sangihe;95819
190;31;Kabupaten;Kepulauan Siau Tagulandang Biaro (Sitaro);95862
192;31;Kabupaten;Kepulauan Talaud;95885
204;31;Kota;Kotamobagu;95711
267;31;Kota;Manado;95247
285;31;Kabupaten;Minahasa;95614
286;31;Kabupaten;Minahasa Selatan;95914
287;31;Kabupaten;Minahasa Tenggara;95995
288;31;Kabupaten;Minahasa Utara;95316
485;31;Kota;Tomohon;95416
12;32;Kabupaten;Agam;26411
93;32;Kota;Bukittinggi;26115
116;32;Kabupaten;Dharmasraya;27612
186;32;Kabupaten;Kepulauan Mentawai;25771
236;32;Kabupaten;Lima Puluh Koto/Kota;26671
318;32;Kota;Padang;25112
321;32;Kota;Padang Panjang;27122
322;32;Kabupaten;Padang Pariaman;25583
337;32;Kota;Pariaman;25511
339;32;Kabupaten;Pasaman;26318
340;32;Kabupaten;Pasaman Barat;26511
345;32;Kota;Payakumbuh;26213
357;32;Kabupaten;Pesisir Selatan;25611
394;32;Kota;Sawah Lunto;27416
411;32;Kabupaten;Sijunjung (Sawah Lunto Sijunjung);27511
420;32;Kabupaten;Solok;27365
421;32;Kota;Solok;27315
422;32;Kabupaten;Solok Selatan;27779
453;32;Kabupaten;Tanah Datar;27211
40;33;Kabupaten;Banyuasin;30911
121;33;Kabupaten;Empat Lawang;31811
220;33;Kabupaten;Lahat;31419
242;33;Kota;Lubuk Linggau;31614
292;33;Kabupaten;Muara Enim;31315
297;33;Kabupaten;Musi Banyuasin;30719
298;33;Kabupaten;Musi Rawas;31661
312;33;Kabupaten;Ogan Ilir;30811
313;33;Kabupaten;Ogan Komering Ilir;30618
314;33;Kabupaten;Ogan Komering Ulu;32112
315;33;Kabupaten;Ogan Komering Ulu Selatan;32211
316;33;Kabupaten;Ogan Komering Ulu Timur;32312
324;33;Kota;Pagar Alam;31512
327;33;Kota;Palembang;30111
367;33;Kota;Prabumulih;31121
15;34;Kabupaten;Asahan;21214
52;34;Kabupaten;Batu Bara;21655
70;34;Kota;Binjai;20712
110;34;Kabupaten;Dairi;22211
112;34;Kabupaten;Deli Serdang;20511
137;34;Kota;Gunungsitoli;22813
146;34;Kabupaten;Humbang Hasundutan;22457
173;34;Kabupaten;Karo;22119
217;34;Kabupaten;Labuhan Batu;21412
218;34;Kabupaten;Labuhan Batu Selatan;21511
219;34;Kabupaten;Labuhan Batu Utara;21711
229;34;Kabupaten;Langkat;20811
268;34;Kabupaten;Mandailing Natal;22916
278;34;Kota;Medan;20228
307;34;Kabupaten;Nias;22876
308;34;Kabupaten;Nias Barat;22895
309;34;Kabupaten;Nias Selatan;22865
310;34;Kabupaten;Nias Utara;22856
319;34;Kabupaten;Padang Lawas;22763
320;34;Kabupaten;Padang Lawas Utara;22753
323;34;Kota;Padang Sidempuan;22727
325;34;Kabupaten;Pakpak Bharat;22272
353;34;Kota;Pematang Siantar;21126
389;34;Kabupaten;Samosir;22392
404;34;Kabupaten;Serdang Bedagai;20915
407;34;Kota;Sibolga;22522
413;34;Kabupaten;Simalungun;21162
459;34;Kota;Tanjung Balai;21321
463;34;Kabupaten;Tapanuli Selatan;22742
464;34;Kabupaten;Tapanuli Tengah;22611
465;34;Kabupaten;Tapanuli Utara;22414
470;34;Kota;Tebing Tinggi;20632
481;34;Kabupaten;Toba Samosir;22316
